id,parent_company_id,name,founded,icon_url,website_url
1,1,"Konami Corporation",1969-03-21,https://www.konami.com/,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Konami_4th_logo_2.svg/1920px-Konami_4th_logo_2.svg.png,https://www.konami.com
